,公司,年份,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明
1651,2376,2015,104/12/28,17:52:01,孫國仁,處長,89124000,本公司將於104年12月29日召開法人說明會,第 12 款,104/12/29,"符合條款第四條第XX款：12
事實發生日：104/12/29
1.召開法人說明會之日期：104/12/29
2.召開法人說明會之時間：14 時 00 分 
3.召開法人說明會之地點：技嘉科技股份有限公司-新店總部1樓(新北市新店區寶強路6號)
4.法人說明會擇要訊息：說明本公司前三季營運概況
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
1652,2376,2016,105/03/16,07:51:32,孫國仁,處長,89124000,本公司董事會決議召開民國105年股東常會,第 17 款,105/03/15,"1.董事會決議日期:105/03/15
2.股東會召開日期:105/06/15
3.股東會召開地點:桃園市中壢區民權路398號(古華花園飯店)
4.召集事由:
(一)討論事項：
   1.修訂本公司「公司章程」案
(二)報告事項：
   1.104年度營業概況報告
   2.審計委員會查核104年度決算表冊報告
   3.104年度員工及董事酬勞分派情形報告
   4.其他報告事項
(三)承認事項：
   1.本公司104年度營業報告書及各項財務報告案
   2.本公司104年度盈餘分派案
     (有關盈餘分派之內容本公司將於股東常會四十日前另行公告)
(四)選舉事項：
   1.補選本公司獨立董事案
(五)其他議案
(六)臨時動議
5.停止過戶起始日期:105/04/17
6.停止過戶截止日期:105/06/15
7.其他應敘明事項:
受理股東提案及獨立董事候選人提名時間:105年4月4日~105年4月14日
受理股東提案及獨立董事候選人提名場所:技嘉科技股份有限公司財務會計總處
(地址:新北市新店區寶強路6號10樓)"
1653,2376,2016,105/03/16,07:53:32,孫國仁,處長,89124000,本公司董事會決議通過民國104年度個體財務報告及合併財務報告,第 49 款,105/03/15,"1.事實發生日:105/03/15
2.公司名稱:技嘉科技(股)公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:N/A
5.傳播媒體名稱:N/A
6.報導內容:N/A
7.發生緣由:
本公司董事會決議通過民國104年度個體財務報告及合併財務報告
8.因應措施:N/A
9.其他應敘明事項:
(1)民國104年度個體財務報告損益情形(單位:除每股盈餘為新台幣元外，餘係仟元)
   營業收入:47,662,757
   稅前淨利:2,356,167
   稅後基本每股盈餘:3.05
(2)民國104年度合併財務報告損益情形(單位:除每股盈餘為新台幣元外，餘係仟元)
   營業收入:50,828,792
   稅前淨利:2,671,659
   稅後基本每股盈餘:3.05"
1654,2376,2016,105/03/16,07:54:46,孫國仁,處長,89124000,本公司董事會決議通過104年度員工及董事酬勞金額及發放方式,第 49 款,105/03/15,"1.事實發生日:105/03/15
2.公司名稱:技嘉科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:N/A
5.傳播媒體名稱:N/A
6.報導內容:N/A
7.發生緣由:
依據金融監督管理委員會105年1月30日金管證審字第1050001900號令。
8.因應措施:N/A
9.其他應敘明事項:
本公司董事會決議通過104年度員工及董事酬勞金額及發放方式。
(1)員工酬勞金額:新台幣154,223,421元。
(2)董事酬勞金額:新台幣60,000,000元。
(3)上述金額全數以現金發放。
以上決議數與104年度認列之費用金額無差異。"
1655,2376,2016,105/03/16,07:56:11,孫國仁,處長,89124000,本公司獨立董事異動,第 6 款,105/03/15,"1.發生變動日期:105/03/15
2.舊任者姓名及簡歷:趙晟
3.新任者姓名及簡歷:不適用
4.異動情形（請輸入「辭職」、「解任」、「任期屆滿」或「新任」）:辭職
5.異動原因:於任職期間計劃出任本公司關係企業之董事
6.原任期（例xx/xx/xx ~ xx/xx/xx）:104/06/17~107/06/16
7.新任生效日期:不適用
8.同任期董事變動比率:1/8
9.同任期獨立董事變動比率:1/3
10.第一上市公司目前在我國設有戶籍之獨立董事人數及姓名(非第一上市公司請填「不
適用」:不適用
11.其他應敘明事項:本公司於105年3月15日取得辭職書，擬自最近一次股東會獨立董事
補選完成之日起辭去本公司獨立董事職務。"
1656,2376,2016,105/04/15,18:12:49,孫國仁,處長,89124000,董事會決議股利分派,第 14 款,105/04/15,"1. 董事會決議日期：2016/04/15
2. 股東配發內容：
　(1)盈餘分配之現金股利(元/股)：2.50000000
　(2)法定盈餘公積、資本公積發放之現金(元/股)：0
　(3)股東配發之現金(股利)總金額(元)：1,572,657,215
　(4)盈餘轉增資配股(元/股)：0
　(5)法定盈餘公積、資本公積轉增資配股(元/股)：0
　(6)股東配股總股數(股)：0
3. 其他應敘明事項：
無
4. 普通股每股面額欄位：新台幣                 10.0000元"
1657,2376,2016,105/04/15,18:14:39,孫國仁,處長,89124000,本公司獨立董事異動,第 6 款,105/04/15,"1.發生變動日期:105/04/15
2.舊任者姓名及簡歷:趙晟
3.新任者姓名及簡歷:不適用
4.異動情形（請輸入「辭職」、「解任」、「任期屆滿」或「新任」）:辭職
5.異動原因:於任職期間出任本公司關係企業之董事
6.原任期（例xx/xx/xx ~ xx/xx/xx）:104/06/17~107/06/16
7.新任生效日期:不適用
8.同任期董事變動比率:1/8
9.同任期獨立董事變動比率:1/3
10.第一上市公司目前在我國設有戶籍之獨立董事人數及姓名(非第一上市公司請填「不
適用」:不適用
11.其他應敘明事項:因本公司獨立董事趙晟先生，於105年4月15日出任本公司關係企業
之董事，故辭任獨立董事一職，本公司擬自最近一次股東會進行補選。"
1658,2376,2016,105/04/15,18:16:03,孫國仁,處長,89124000,本公司審計委員會委員異動,第 6 款,105/04/15,"1.發生變動日期:105/04/15
2.功能性委員會名稱:審計委員會
3.舊任者姓名及簡歷:趙晟
4.新任者姓名及簡歷:不適用
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」或「新任」）:辭職
6.異動原因:於任職期間出任本公司關係企業之董事
7.原任期（例xx/xx/xx ~ xx/xx/xx）:104/06/17~107/06/16
8.新任生效日期:不適用
9.其他應敘明事項:因本公司獨立董事趙晟先生，於105年4月15日出任本公司關係企業
之董事，故辭任審計委員會委員一職，本公司擬自最近一次股東會進行補
選。"
1659,2376,2016,105/06/07,15:54:49,孫國仁,處長,89124000,本公司將於105年06月08日召開法人說明會,第 12 款,105/06/08,"符合條款第四條第XX款：12
事實發生日：105/06/08
1.召開法人說明會之日期：105/06/08
2.召開法人說明會之時間：13 時 30 分 
3.召開法人說明會之地點：技嘉科技股份有限公司-新店總部2樓(新北市新店區寶強路6號)
4.法人說明會擇要訊息：說明本公司第一季營運概況
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
1660,2376,2016,105/06/15,18:02:33,孫國仁,處長,89124000,公告本公司105年股東常會重要決議事項,第 18 款,105/06/15,"1.股東常會日期:105/06/15
2.重要決議事項一、盈餘分配或盈虧撥補:承認一百零四年度盈餘分配案
3.重要決議事項二、章程修訂:通過修訂本公司「公司章程」案
4.重要決議事項三、營業報告書及財務報表:承認一百零四年度營業報告書及各項
財務報告
5.重要決議事項四、董監事選舉:獨立董事當選人為黃文烈
6.重要決議事項五、其他事項:無
7.其他應敘明事項:無"
1661,2376,2016,105/06/15,18:07:59,孫國仁,處長,89124000,公告本公司補選獨立董事,第 6 款,105/06/15,"1.發生變動日期:105/06/15
2.選任或變動人員別（請輸入法人董事、法人監察人、獨立董事、自然人董事
  或自然人監察人）:獨立董事
3.舊任者職稱、姓名及簡歷:不適用
4.新任者職稱、姓名及簡歷:獨立董事/黃文烈/康友製藥控股有限公司董事長
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:新任
6.異動原因:新任
7.新任者選任時持股數:0股
8.原任期（例xx/xx/xx ~ xx/xx/xx）:104/06/17~107/06/16
9.新任生效日期:105/06/15~107/06/16
10.同任期董事變動比率:1/8
11.同任期獨立董事變動比率:1/3
12.同任期監察人變動比率:不適用
13.屬三分之一以上董事發生變動（請輸入是或否）:否
14.其他應敘明事項:無"
1662,2376,2016,105/06/15,18:09:39,孫國仁,處長,89124000,本公司審計委員會委員變動,第 6 款,105/06/15,"1.發生變動日期:105/06/15
2.功能性委員會名稱:審計委員會
3.舊任者姓名及簡歷:不適用
4.新任者姓名及簡歷:黃文烈/康友製藥控股有限公司董事長
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:新任
6.異動原因:新任
7.原任期（例xx/xx/xx ~ xx/xx/xx）:104/06/17~107/06/16
8.新任生效日期:105/06/15~107/06/16
9.其他應敘明事項:無"
1663,2376,2016,105/06/15,18:12:57,孫國仁,處長,89124000,公告本公司董事會決議配息基準日,第 14 款,105/06/15,"1.董事會、股東會決議或公司決定日期:105/06/15
2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息
3.發放股利種類及金額:
普通股現金股利新台幣1,572,657,215元(每股新台幣2.5元)
嗣後如因本公司員工執行員工認股權憑證認購股份，影響流通在外股數，
致使配息率發生變動而需修正時，授權董事長全權處理之。
4.除權（息）交易日:105/07/11
5.最後過戶日:105/07/12
6.停止過戶起始日期:105/07/13
7.停止過戶截止日期:105/07/17
8.除權（息）基準日:105/07/17
9.其他應敘明事項:現金股利發放日105/08/05"
1664,2376,2016,105/07/22,18:26:24,孫國仁,處長,89124000,公告修正本公司104年度股東會年報部分資料,第 49 款,105/07/22,"1.事實發生日:105/07/22
2.公司名稱:技嘉科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:N/A
5.發生緣由:依證交所指示辦理修正本公司104年度股東會年報
第17頁董事(含獨立董事)之酬金內容
6.因應措施:資料修正後重新上傳至公開資訊觀測站
7.其他應敘明事項:無"
1665,2376,2016,105/12/27,17:41:14,孫國仁,處長,89124000,本公司將於105年12月28日召開法人說明會,第 12 款,105/12/28,"符合條款第四條第XX款：12
事實發生日：105/12/28
1.召開法人說明會之日期：105/12/28
2.召開法人說明會之時間：13 時 30 分 
3.召開法人說明會之地點：技嘉科技股份有限公司-新店總部(新北市新店區寶強路6號)
4.法人說明會擇要訊息：說明本公司第三季營運概況
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
1666,2376,2017,106/02/02,10:56:33,孫國仁,處長,89124000,澄清106/02/02經濟日報C3媒體報導,第 49 款,106/02/02,"1.事實發生日:106/02/02
2.公司名稱:技嘉科技(股)公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:經濟日報
6.報導內容:澄清106/02/02經濟日報C3媒體報導
7.發生緣由:
(1)有關106年Q1毛利率有望突破20%大關，寫下近年單季新高之說明，
純屬法人推估，本公司並未做財務預測。
(2)有關106年Q1營收或獲利均會較去年第4季、去年同期雙雙成長...等說明，
純屬法人推估，本公司並未做財務預測。
8.因應措施:澄清媒體報導
9.其他應敘明事項:無"
1667,2376,2017,106/03/14,18:24:41,孫國仁,處長,89124000,本公司董事會決議召開民國106年股東常會,第 17 款,106/03/14,"1.董事會決議日期:106/03/14
2.股東會召開日期:106/06/14
3.股東會召開地點:桃園市中壢區民權路398號(古華花園飯店)
4.召集事由一、報告事項:
   1.民國105年度營業報告
   2.審計委員會審查民國105年度決算表冊報告
   3.民國105年度員工及董事酬勞分派情形報告
   4.其他報告事項
5.召集事由二、承認事項:
   1.民國105年度營業報告書及各項財務報表案
   2.民國105年度盈餘分派案
     (有關盈餘分派之內容本公司將於股東常會四十日前另行公告)
6.召集事由三、討論事項:
   1.修訂「取得或處分資產作業及處理程序」案
   2.修訂「背書保證作業程序」案
7.召集事由四、選舉事項:無
8.召集事由五、其他議案:無
9.召集事由六、臨時動議:無
10.停止過戶起始日期:106/04/16
11.停止過戶截止日期:106/06/14
12.其他應敘明事項:
受理股東提案時間:106年3月28日~106年4月7日
受理股東提案場所:技嘉科技股份有限公司財務會計總處
(地址:新北市新店區寶強路6號10樓)"
1668,2376,2017,106/03/14,18:27:49,孫國仁,處長,89124000,本公司董事會決議通過民國105年度個體財務報告及合併財務報告,第 49 款,106/03/14,"1.事實發生日:106/03/14
2.公司名稱:技嘉科技(股)公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:N/A
5.發生緣由:本公司董事會決議通過民國105年度個體財務報告及合併財務報告
6.因應措施:N/A
7.其他應敘明事項:
(1)民國105年度個體財務報告損益情形(單位:除每股盈餘為新台幣元外，餘係仟元)
   營業收入:49,735,072
   稅前淨利:2,833,799
   稅後基本每股盈餘:3.64
(2)民國105年度合併財務報告損益情形(單位:除每股盈餘為新台幣元外，餘係仟元)
   營業收入:52,347,389
   稅前淨利:2,962,321
   稅後基本每股盈餘:3.64"
1669,2376,2017,106/04/17,18:27:29,孫國仁,處長,89124000,董事會決議股利分派,第 14 款,106/04/17,"1. 董事會決議日期：106/04/17
2. 股東配發內容：
　(1)盈餘分配之現金股利(元/股)：1.60000000
　(2)法定盈餘公積、資本公積發放之現金(元/股)：1.00000000
　(3)股東配發之現金(股利)總金額(元)：1,637,037,704
　(4)盈餘轉增資配股(元/股)：0
　(5)法定盈餘公積、資本公積轉增資配股(元/股)：0
　(6)股東配股總股數(股)：0
3. 其他應敘明事項：
無
4. 普通股每股面額欄位：新台幣                 10.0000元"
1670,2376,2017,106/04/17,18:28:00,孫國仁,處長,89124000,本公司董事會決議召開民國106年股東常會(新增討論議案),第 17 款,106/04/17,"1.董事會決議日期:106/04/17
2.股東會召開日期:106/06/14
3.股東會召開地點:桃園市中壢區民權路398號(古華花園飯店)
4.召集事由一、報告事項:
   1.民國105年度營業報告
   2.審計委員會審查民國105年度決算表冊報告
   3.民國105年度員工及董事酬勞分派情形報告
   4.其他報告事項
5.召集事由二、承認事項:
   1.民國105年度營業報告書及各項財務報表案
   2.民國105年度盈餘分派案
6.召集事由三、討論事項:
   1.修訂「取得或處分資產作業及處理程序」案
   2.修訂「背書保證作業程序」案
   3.本公司擬以資本公積發放現金股利案
7.召集事由四、選舉事項:無
8.召集事由五、其他議案:無
9.召集事由六、臨時動議:無
10.停止過戶起始日期:106/04/16
11.停止過戶截止日期:106/06/14
12.其他應敘明事項:無"
1671,2376,2017,106/05/16,18:22:07,孫國仁,處長,89124000,公告更正本公司106年第一季XBRL申報附註揭露背書保證資訊,第 49 款,106/05/16,"1.事實發生日:106/05/16
2.公司名稱:技嘉科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:更正本公司106年第一季XBRL申報附註揭露背書保證資訊
6.更正資訊項目/報表名稱:106年第一季合併財報附表一之「為他人背書保證」金額
7.更正前金額/內容/頁次:為他人背書保證期末餘額新台幣116,848仟元/附表一第1頁
8.更正後金額/內容/頁次:為他人背書保證期末餘額新台幣166,848仟元/附表一第1頁
9.因應措施:更正資料並重新上傳至公開資訊觀測站
10.其他應敘明事項:無"
1672,2376,2017,106/06/14,18:01:02,孫國仁,處長,89124000,公告本公司民國106年股東常會重要決議事項,第 18 款,106/06/14,"1.股東常會日期:106/06/14
2.重要決議事項一、盈餘分配或盈虧撥補:承認民國一百零五年度盈餘分配案
3.重要決議事項二、章程修訂:無
4.重要決議事項三、營業報告書及財務報表:承認民國一百零五年度營業報告書及各項
財務報表
5.重要決議事項四、董監事選舉:無
6.重要決議事項五、其他事項:
(1)通過修訂「取得或處分資產作業及處理程序」案
(2)通過修訂「背書保證作業程序」案
(3)通過以資本公積發放現金案
7.其他應敘明事項:無"
1673,2376,2017,106/06/14,18:04:23,孫國仁,處長,89124000,公告本公司董事會決議配息及資本公積發放現金基準日,第 14 款,106/06/14,"1.董事會、股東會決議或公司決定日期:106/06/14
2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息
3.發放股利種類及金額:
(1)現金股利新台幣1,007,407,818元(每股新台幣1.6元)
(2)資本公積發放現金新台幣629,629,886元(每股新台幣1元)
嗣後如因買回本公司股份，將庫藏股轉讓或註銷及員工執行員工認股權憑證認購股份等
情形，致影響流通在外股份數量，而使股東配發現金比率發生變動而需修正時，授權董
事長全權處理。
4.除權（息）交易日:106/07/06
5.最後過戶日:106/07/07
6.停止過戶起始日期:106/07/08
7.停止過戶截止日期:106/07/12
8.除權（息）基準日:106/07/12
9.其他應敘明事項:
(1)資金公積發放現金基準日:106/07/12
(2)現金股利及資本公積發放現金之發放日:106/08/08"
1674,2376,2017,106/06/19,17:38:06,孫國仁,處長,89124000,公告調整本公司現金股利配息比率及資本公積發放現金比率,第 14 款,106/06/19,"1.董事會或股東會決議日期:106/06/19
2.原發放股利種類及金額:
(1)現金股利新台幣1,007,407,818元(每股分派新台幣1.6元)
(2)資本公積發放現金新台幣629,629,886元(每股分派新台幣1元)
3.變更後發放股利種類及金額:
(1)現金股利新台幣1,007,407,818元(每股分派新台幣1.59977132元)
(2)資本公積發放現金新台幣629,629,886元(每股分派新台幣0.99985707元)
4.變更原因:因員工認股權憑證行使，致本公司流通在外普通股增加為629,719,886股，
爰依民國106年6月14日董事會決議，如因本公司員工執行員工認股權憑證認購股份，影
響流通在外股份數量，致使股東配發現金比率發生變動而需修正時，授權董事長全權處
理。
5.其他應敘明事項:無"
1675,2376,2017,106/06/26,17:38:33,孫國仁,處長,89124000,本公司將於106年06月27日召開法人說明會,第 12 款,106/06/27,"符合條款第四條第XX款：12
事實發生日：106/06/27
1.召開法人說明會之日期：106/06/27
2.召開法人說明會之時間：13 時 30 分 
3.召開法人說明會之地點：技嘉科技股份有限公司-新店總部(新北市新店區寶強路6號)
4.法人說明會擇要訊息：說明本公司民國106年第一季營運概況
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
1676,2376,2017,106/06/28,11:31:40,孫國仁,處長,89124000,澄清106/06/28工商時報B3媒體報導,第 49 款,106/06/28,"1.事實發生日:106/06/28
2.公司名稱:技嘉科技(股)公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:工商時報
6.報導內容:澄清106/06/28工商時報B3媒體報導
7.發生緣由:
(1)有關法人估技嘉除單季匯兌可望轉正，第2季營收可達120億~130億元間，僅較第1季
小幅衰退、優於去年同期表現說明，純屬法人推估，本公司並未做財務預測。
(2)有關技嘉昨(27)日舉行法說會，釋出對第2季及第3季營運表現...等說明，純屬法人
推估，本公司並未做財務預測。
8.因應措施:澄清媒體報導
9.其他應敘明事項:無"
1677,2376,2017,106/12/26,17:56:51,孫國仁,處長,89124000,本公司將於106年12月27日召開法人說明會,第 12 款,106/12/27,"符合條款第四條第XX款：12
事實發生日：106/12/27
1.召開法人說明會之日期：106/12/27
2.召開法人說明會之時間：14 時 00 分 
3.召開法人說明會之地點：技嘉科技股份有限公司-新店總部(新北市新店區寶強路6號)
4.法人說明會擇要訊息：說明本公司民國106年第三季營運概況
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
1678,2376,2018,107/01/24,12:08:37,孫國仁,處長,89124000,澄清107/01/24經濟日報C1媒體報導,第 51 款,107/01/24,"1.事實發生日:107/01/24
2.公司名稱:技嘉科技(股)公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:經濟日報
6.報導內容:澄清107/01/24經濟日報C1媒體報導
7.發生緣由:
技嘉顯卡喊漲今年將大豐收
(1)技嘉(2376)董事長葉培城昨(23)日表示，...預期2018年技嘉的業績表現，只會更亮
麗、更豐收等說明，純屬媒體臆測，本公司並未做財務預測。
8.因應措施:澄清媒體報導
9.其他應敘明事項:無"
1679,2376,2018,107/03/15,18:20:36,孫國仁,處長,89124000,本公司董事會決議通過民國106年度個體財務報告及合併財務報告,第 51 款,107/03/15,"1.事實發生日:107/03/15
2.公司名稱:技嘉科技(股)公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:N/A
5.發生緣由:本公司董事會決議通過民國106年度個體財務報告及合併財務報告
6.因應措施:N/A
7.其他應敘明事項:
(1)民國106年度個體財務報告損益情形(單位:除每股盈餘為新台幣元外，餘係仟元)
   營業收入:57,213,666
   稅後淨利:2,786,411
   稅後基本每股盈餘:4.41
(2)民國106年度合併財務報告損益情形(單位:除每股盈餘為新台幣元外，餘係仟元)
   營業收入:59,884,781
   稅後淨利:2,713,506
   稅後基本每股盈餘:4.41"
1680,2376,2018,107/03/15,18:21:10,孫國仁,處長,89124000,本公司董事會決議召開民國107年股東常會,第 17 款,107/03/15,"1.董事會決議日期:107/03/15
2.股東會召開日期:107/06/11
3.股東會召開地點:桃園市中壢區民權路398號(古華花園飯店)
4.召集事由一、報告事項:
   1.民國106年度營業報告
   2.審計委員會審查民國106年度決算表冊報告
   3.民國106年度員工及董事酬勞分派情形報告
   4.其他報告事項
5.召集事由二、承認事項:
   1.民國106年度營業報告書及各項財務報表案
   2.民國106年度盈餘分派案
     (有關盈餘分派之內容本公司將於股東常會四十日前另行公告)
6.召集事由三、討論事項:
   1.修訂本公司「公司章程」案
7.召集事由四、選舉事項:
   1.改選本公司董事案
8.召集事由五、其他議案:
   1.解除本公司新任董事競業禁止之限制案
9.召集事由六、臨時動議:無
10.停止過戶起始日期:107/04/13
11.停止過戶截止日期:107/06/11
12.其他應敘明事項:
受理股東提案及董事(含獨立董事)候選人提名時間:107年4月6日~107年4月16日
受理股東提案及董事(含獨立董事)候選人提名場所:技嘉科技股份有限公司財務會計總處
(地址:新北市新店區寶強路6號10樓)"
1681,2376,2018,107/04/17,17:52:12,孫國仁,處長,89124000,董事會決議股利分派,第 14 款,107/04/17,"1. 董事會決議日期：107/04/17
2. 股東配發內容：
　(1)盈餘分配之現金股利(元/股)：4.00000000
　(2)法定盈餘公積、資本公積發放之現金(元/股)：0
　(3)股東配發之現金(股利)總金額(元)：2,542,755,544
　(4)盈餘轉增資配股(元/股)：0
　(5)法定盈餘公積、資本公積轉增資配股(元/股)：0
　(6)股東配股總股數(股)：0
3. 其他應敘明事項：
無
4. 普通股每股面額欄位：新台幣                 10.0000元"
1682,2376,2018,107/06/11,17:58:50,孫國仁,處長,89124000,公告本公司107年股東常會重要決議事項,第 18 款,107/06/11,"1.股東常會日期:107/06/11
2.重要決議事項一、盈餘分配或盈虧撥補:
承認民國106年度盈餘分派案
3.重要決議事項二、章程修訂:
通過修訂本公司『公司章程』案
4.重要決議事項三、營業報告書及財務報表:
承認民國106年度營業報告書及各項財務報表案
5.重要決議事項四、董監事選舉:
通過改選本公司董事案
6.重要決議事項五、其他事項:
通過解除本公司新任董事競業禁止之限制案
7.其他應敘明事項:無"
1683,2376,2018,107/06/11,18:07:23,孫國仁,處長,89124000,公告本公司董事任期屆滿全面改選名單,第 6 款,107/06/11,"1.發生變動日期:107/06/11
2.選任或變動人員別（請輸入法人董事、法人監察人、獨立董事、自然人董事
  或自然人監察人）:自然人董事及獨立董事
3.舊任者職稱、姓名及簡歷:
董事：葉培城、
明維投資股份有限公司代表人劉明雄、
仕嘉投資股份有限公司代表人馬孟明、
越野開發投資有限公司代表人曾俊明、
仕達投資有限公司代表人柯聰源
獨立董事：楊正利、
獨立董事：詹逸宏、
獨立董事：黃文烈
4.新任者職稱、姓名及簡歷:
董事：葉培城、
明維投資股份有限公司代表人劉明雄、
仕嘉投資股份有限公司代表人馬孟明、
越野開發投資有限公司代表人曾俊明、
仕達投資有限公司代表人柯聰源、
錫瑋投資股份有公司代表人李宜泰
獨立董事：詹逸宏、
獨立董事：黃文烈、
獨立董事：王惠民
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:
任期屆滿
6.異動原因:任期屆滿改選
7.新任者選任時持股數:
董事：葉培城 (30,151,237股) 、
明維投資股份有限公司代表人劉明雄 (14,062,200股)、
仕嘉投資股份有限公司代表人馬孟明 (3,959,725股)、
越野開發投資有限公司代表人曾俊明 (2,192,200股)、
仕達投資有限公司代表人柯聰源 (9,453,000股)、
錫瑋投資股份有公司代表人李宜泰 (9,063,075股)
獨立董事：詹逸宏(0股)、
獨立董事：黃文烈(0股)、
獨立董事：王惠民(0股)
8.原任期（例xx/xx/xx ~ xx/xx/xx）:104/06/17~107/06/16
9.新任生效日期:107/06/11
10.同任期董事變動比率:任期屆滿全面改選，不適用
11.同任期獨立董事變動比率:任期屆滿全面改選，不適用
12.同任期監察人變動比率:不適用
13.屬三分之一以上董事發生變動（請輸入是或否）:不適用
14.其他應敘明事項:無"
1684,2376,2018,107/06/11,18:12:40,孫國仁,處長,89124000,公告本公司股東常會通過解除新任董事競業禁止之限制案,第 21 款,107/06/11,"1.股東會決議日:107/06/11
2.許可從事競業行為之董事姓名及職稱:
董事:法人董事代表:劉明雄/法人董事代表:柯聰源
3.許可從事競業行為之項目:
法人董事代表：劉明雄:台灣精星科技股份有限公司董事。
法人董事代表：柯聰源:青雲國際科技股份有限公司董事長。
4.許可從事競業行為之期間:擔任本公司董事期間
5.決議情形（請依公司法第209條說明表決結果）:依公司
法第209條之規定，經本公司民國107年6月11日股東常會表決通過。
6.所許可之競業行為如屬大陸地區事業之營業者，董事姓名及職稱
（非屬大陸地區事業之營業者，以下請輸〝不適用〞）:不適用
7.所擔任該大陸地區事業之公司名稱及職務:不適用
8.所擔任該大陸地區事業地址:不適用
9.所擔任該大陸地區事業營業項目:不適用
10.對本公司財務業務之影響程度:無
11.董事如有對該大陸地區事業從事投資者，其投資金額及持股比例:不適用
12.其他應敘明事項:無"
1685,2376,2018,107/06/11,18:15:36,孫國仁,處長,89124000,公告本公司董事會選任董事長事宜,第 6 款,107/06/11,"1.董事會決議日期或發生變動日期:107/06/11
2.人員別（請輸入董事長或總經理）:董事長
3.舊任者姓名及簡歷:葉培城 本公司董事長
4.新任者姓名及簡歷:葉培城 本公司董事長
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「職務調整」、「資遣」、
「退休」、「逝世」或「新任」）:任期屆滿
6.異動原因:任期屆滿改選
7.新任生效日期:107/06/11
8.其他應敘明事項:無"
1686,2376,2018,107/06/11,18:19:18,孫國仁,處長,89124000,公告本公司董事會決議配息基準日,第 14 款,107/06/11,"1.董事會、股東會決議或公司決定日期:107/06/11
2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息
3.發放股利種類及金額:
普通股現金股利新台幣2,542,755,544元(每股新台幣4.0元)
4.除權（息）交易日:107/07/12
5.最後過戶日:107/07/13
6.停止過戶起始日期:107/07/14
7.停止過戶截止日期:107/07/18
8.除權（息）基準日:107/07/18
9.其他應敘明事項:現金股利發放日107/08/08"
1687,2376,2018,107/06/11,18:24:19,孫國仁,處長,89124000,公告本公司第四屆薪資報酬委員會委員名單,第 6 款,107/06/11,"1.發生變動日期:107/06/11
2.功能性委員會名稱:薪資報酬委員會
3.舊任者姓名及簡歷:
楊正利:鈞寶電子工業(股)公司董事長
吳界欣:佳龍科技工程(股)公司董事長
蔡政哲:富盛證券投資顧問(股)公司執行董事
4.新任者姓名及簡歷:
楊正利:鈞寶電子工業(股)公司董事長
吳界欣:佳龍科技工程(股)公司董事長
蔡政哲:富盛證券投資顧問(股)公司執行董事
王惠民:眾智聯合會計師事務所所長
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:
任期屆滿
6.異動原因:任期屆滿，全面改選
7.原任期（例xx/xx/xx ~ xx/xx/xx）:104/06/17~107/06/16
8.新任生效日期:107/06/11
9.其他應敘明事項:無"
